original_chinese_name,translated_name,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
阿克苏忠海渔业农民专业合作社,Aksu Zhonghai Fishery Farmers Professional Cooperative,Aksu Zhonghai Fishery Farmers Professional Cooperative,"August 14, 2021",,,,,YANG Zhaohai:0.6; AI Jizhong:0.2; LIU Liangquan:0.025; HE Xiaojian:0.025; YANG Xianfeng:0.025; AI Jichun:0.025; WU Taiyan:0.025; AI Jibin:0.025; HUANG Qing:0.025; LIU Xijian:0.025,YANG Zhaohai:0.6; AI Jizhong:0.2; LIU Liangquan:0.025; AI Jichun:0.025; HUANG Qing:0.025; HE Xiaojian:0.025; WU Taiyan:0.025; AI Jibin:0.025; YANG Xianfeng:0.025; LIU Xijian:0.025,,,/pdfs/Aksu Zhonghai Fishery Farmers Professional Cooperative.pdf
阿克苏沃德爱里食品有限公司,Aksu Ward Airy Food Co.,,,,,,,,,,,
阿克苏沃满舟水产养殖有限公司,Aksuwa Manchu Aquaculture Co.,,,,,,,,,,,
阿克苏泰昆饲料有限责任公司,Aksu Taikun Feed Co.,Aksu Taikun Feed Company Limited,"December 13, 2023",Labor Issues - Food Processing; Labor Issues - Agriculture Ownership: 68.0%,,"""Xinjiang Taikun Animal Nutrition Technology Company Limited"" (2018: 1, 2019-2025: 1); ""Tycoon Group Company Limited Xinjiang"" (2018: 0.66667, 2008-2015: 1, 2016-2017: 0.33334)",,Xinjiang Taikun Animal Nutrition Technology Company Limited:1,LIANG Jianjiang:0.303; Xinjiang Runfu Ruitai Equity Investment Limited Partnership:0.039; WANG Cheng:0.031; TANG Bo:0.027; WANG Weiqun:0.024; DING Li:0.023; Xinjiang Changtai No. 5 Equity Investment Partnership (Limited Partnership):0.02; Xinjiang Jialianyi Equity Investment Partnership (Limited Partnership):0.018; YAN Weijiang:0.018; Xinjiang Jialianyi Equity Investment Partnership (Limited Partnership):0.018; Xinjiang Changtai No. 6 Equity Investment Partnership (Limited Partnership):0.016; SUN Jianhua:0.015; WANG Mingliang:0.013; LV Gang:0.013; ZHU Xiaohui:0.012; YANG Gang:0.011; DUAN Maojun:0.011; LIU Yu:0.01; SUN Ming:0.009; ZHENG Bangchao:0.009; LIU Baocang:0.008; HAN Yuanguang:0.007; LI Jiuqiang:0.007; WANG Xin:0.007; DU Xiuping:0.007; LU Honglong:0.006; PENG Hu:0.006; YANG Chao:0.006; GUO Qiang:0.006; NIE Xiaohu:0.006; GUO Xueyi:0.006; GAN Conggui:0.006; GUO Suiquan:0.006; CHEN Ying:0.006; LIANG Yahui:0.005; WANG Xiaoling:0.005; ZHANG Wenliang:0.005; LIU Hui:0.005; LIU Xiaojun:0.004; ZHENG Yijun:0.004; SONG Haitao:0.004; LIU Jianrong:0.004; LIANG Jianjun:0.004; NING Xuewen:0.004; LI Zhagen:0.004; ZHANG Wenqiang:0.003; CHEN Dongmei:0.003; CHEN Zhe:0.003; ZHU Haitao:0.003; GUO Jianchun:0.003; TANG Yao:0.003; ZHANG Huayi:0.003; YANG Shucheng:0.003; JI Yulin:0.003; CHENG Jianbin:0.003; FU Yanling:0.003; WANG Yangqi:0.003; LIANG Rui:0.003; YAO Zeming:0.003; GAO Hongwei:0.003; CHEN Xinsheng:0.003; CAO Peiqing:0.003; CHEN Lei:0.003; HAN Kun:0.003; WANG Hu:0.003; ZHAO Qiang:0.003; YANG Junhui:0.003; MA Zhishuai:0.003; WANG Liang:0.003; YANG Zaimei:0.003; YANG Feng:0.003; ZHU Xiang:0.002; WEI Wanhu:0.002; QIU Suyan:0.002; YUAN Linlin:0.002; MA Hailong:0.002; SHI Yingfu:0.002; MA Xiaochun:0.002; LIU Xuemei:0.002; AN Jing:0.002; LEI Jianli:0.002; LI Qiurong:0.002; LIU Zhaoyang:0.002; WANG Yaling:0.002; HUANG Dingzhong:0.002; :0.002; LI Xuebin:0.002; HE Fei:0.002; WANG Zhaoqing:0.002; WEI Junwen:0.002; YANG Bin:0.002; CAI Wei:0.002; CAO Xiaomei:0.002; TANG Xili:0.002; LIU Luping:0.002; XU Huiling:0.002; CUI Yongqin:0.002; GAO Zili:0.002; ZHANG Jian:0.002; JI Zhengyou:0.002; XIAO Fei:0.002; XU Yan:0.002; DAI Shujun:0.002; QIN Zhijiang:0.002; GAO Yan:0.002; SUN Hongliang:0.002; LIU Hao:0.002; HE Lipeng:0.001; ZHAO Cuiping:0.001; QIN Xushan:0.001; HE Jianghong:0.001; LIU Kun:0.001; ZHAO Fei:0.001; PENG Jun:0.001; HUANG Jianjun:0.001; WANG Chengfen:0.001; TAO Ping:0.001; SHANG Minghua:0.001; XU Xiangjun:0.001; XU Youxin:0.001; YANG Ming:0.001; MAO Zhiwei:0.001; LI Hai:0.001; PU Xuesong:0.001; ZHANG Xinhua:0.001; CHENG Chijie:0.001; DENG Xuejun:0.001; YUE Yuanrui:0.001; WANG Jinchen:0.001; DU Qian:0.001,,,/pdfs/Aksu Taikun Feed Company Limited.pdf
阿克苏祥润久德农牧有限公司,Aksu Xiangrun Jiude Agriculture and Animal Husbandry Co.,,,,,,,,,,,
阿克苏祥辉水产养殖有限公司,Aksu Xianghui Aquaculture Co.,,,,,,,,,,,
阿克苏福犇犇牧业发展有限责任公司,Aksu Fubon Animal Husbandry Development Co.,,,,,,,,,,,
阿克苏誉华食品科技有限公司,Aksu Yuhua Food Technology Co.,Aksu Yuhua Food Technology Company Limited,"December 26, 2022",,,"""Shenzhen Yuhua Food Technology Holding Company Limited"" (2019: 0.51, 2020: 0.51); ""Shenzhen New Catering Management Company Limited"" (2019: 0.49); ""ZHU Xingji"" (2021-2025: 0.41); ""LU Xiaosong"" (2020: 0.49, 2021-2025: 0.32); ""TAN Yuhong"" (2021-2025: 0.27)",,ZHU Xingji:0.41; LU Xiaosong:0.32; TAN Yuhong:0.27,ZHU Xingji:0.41; LU Xiaosong:0.32; TAN Yuhong:0.27,,,/pdfs/Aksu Yuhua Food Technology Company Limited.pdf
阿克苏量子畜牧有限责任公司,Aksu Quantum Livestock Co.,,,,,,,,,,,
阿克苏银叶农牧林科技有限公司,Aksu Yinye Agriculture and Animal Husbandry Technology Co.,,,,,,,,,,,
阿克陶东久水产有限责任公司,Aktao Dongjiu Aquatic Products Co.,,,,,,,,,,,
阿克陶县库洪其水产养殖专业合作社,Akto County Kuhongqi Aquaculture Professional Cooperative,,,,,,,,,,,
阿克陶县白条鱼渔业有限公司,Aktao County Baitiao Fish Fishery Co.,,,,,,,,,,,
阿克陶县融产富民渔业养殖农民专业合作社,Akto County Fisheries Breeding Farmers Professional Cooperative,,,,,,,,,,,
阿勒泰地区额河冷水特种鱼繁育有限公司,Altay region Erhe Cold Water Special Fish Breeding Co.,,,,,,,,,,,
阿勒泰市切尔克齐乡大鱼养殖农场,Big fish breeding farm in Cirkeqi Township,,,,,,,,,,,
阿勒泰市切尔克齐乡静水闲居养殖家庭农场,Jingshui Leisure Breeding Family Farm in Cirkeqi Township,,,,,,,,,,,
阿勒泰市切木尔切克镇别格纳尔鱼销售店,Begnar fish sales store in Chemulchek Town,,,,,,,,,,,
阿勒泰市北屯天河渔业发展有限公司,Altai Beitun Tianhe Fisheries Development Co.,,,,,,,,,,,
阿勒泰市天源水产有限责任公司,Altay Tianyuan Aquatic Products Co.,,,,,,,,,,,
阿勒泰市孟氏万润渔业有限公司,Altay Meng's Wanrun Fisheries Co.,,,,,,,,,,,
阿勒泰市海梦水产养殖有限公司,Altay Haimeng Aquaculture Co.,,,,,,,,,,,
阿勒泰市禾生源养殖有限公司,Altay Heshengyuan Breeding Co.,,,,,,,,,,,
阿勒泰市金湖水产养殖有限责任公司,Altay Jinhu Aquaculture Co.,,,,,,,,,,,
阿勒泰市金源水产养殖有限责任公司,Altay Jinyuan Aquaculture Co.,,,,,,,,,,,
阿勒泰萨尔胡松乡海鑫农业发展有限公司,Altaya Husong Township Haixin Agricultural Development Co.,,,,,,,,,,,
阿图什市冷水鱼水产批发店,Artush City Cold Water Fish and Aquatic Products Wholesale Store,,,,,,,,,,,
阿图什市利民畜牧服务有限公司,Artush City Limin Animal Husbandry Service Co.,,,,,,,,,,,
阿图什市吴小兵养殖场,Wu Xiaobing Breeding Farm in Artush City,,,,,,,,,,,
阿图什市喀吾里食品有限公司,Atushi Kawuli Food Co.,,,,,,,,,,,
阿图什市文小合养鱼场,Wenxiaohe Fish Farm in Atushi City,,,,,,,,,,,
阿图什市新美好运来食品有限公司,Atushi Xinmeiyunlai Food Co.,Atushi Xinmeiyunlai Food Company Limited,"December 11, 2023",,,"""YE Guanhua"" (2015-2017: 1, 2018-2021: 0.9, 2022-2025: 0.8); ""WANG Lanhua"" (2015-2017: 0.1, 2018-2021: 0.1, 2022-2025: 0.2)",,YE Guanhua:0.8; WANG Lanhua:0.2,YE Guanhua:0.8; WANG Lanhua:0.2,,,/pdfs/Atushi Xinmeiyunlai Food Company Limited.pdf
阿图什市曹荣琴养鱼场,Artush City Cao Rongqin Fish Farm,,,,,,,,,,,
阿图什市活鱼服务业场,Artush City Live Fish Service Farm,,,,,,,,,,,
阿图什市浪花养殖场,Artush City Spray Breeding Farm,,,,,,,,,,,
阿图什市深海家庭农场（个体工商户）,Artush City Deep Sea Family Farm,,,,,,,,,,,
阿图什市牛士高养鱼场,Niu Shigao Fish Farm in Artush City,,,,,,,,,,,
阿图什市金币山食品生物科技开发有限公司,Atushi Jinbishan Food Biotechnology Development Co.,,,,,,,,,,,
阿图什市鱼水湾休闲垂钓农家院,Atushi City Yushui Bay Leisure Fishing Farmhouse,,,,,,,,,,,
阿拉尔大成生物科技股份有限公司,Alar Dacheng Biotechnology Co.,Alar Dacheng Biotechnology Company Limited,"December 14, 2023",Government Ownership: 20.0%; Xinjiang Supply Chain Exposure Ownership: 19.2%; CBP Withhold Release Orders (WRO) and Findings List Ownership: 11.7%; Party Affiliated Ownership: 11.7%; U.S. Export Restricted - Entity List Ownership: 11.7%; U.S. Export Restricted - SDN Ownership: 11.7%; U.S. Government Procurement Restricted Ownership: 11.7%; UFLPA Entity List Ownership: 11.7%, 20.0%,"""WANG Haoyu"" (2020: 1); ""Alar Dacheng Biotechnology Company Limited"" (2021: 0.8); ""Alar Dacheng Holdings Company Limited"" (2022-2025: 0.8); ""Xinjiang Northwest Industrial Urban Investment Group Company Limited"" (2021: 0.2, 2022-2025: 0.2)",,Alar Dacheng Holdings Company Limited:0.8; Xinjiang Northwest Industrial Urban Investment Group Company Limited:0.2,MA Jinling:0.56; WANG Haoyu:0.24; Xinjiang Production and Construction Corps:0.117; State Council:0.061; State Administration Of Foreign Exchange Investment Center:0.02; National Council for Social Security Fund (SSF):0.001,,,/pdfs/Alar Dacheng Biotechnology Company Limited.pdf
阿拉尔天淼特色水产养殖有限公司,Alar Tianmiao Characteristic Aquaculture Co.,Alar Tianmiao Characteristic Aquaculture Company Limited,"December 15, 2023",,,"""HE Jiajin"" (2016-2025: 1)",,HE Jiajin:1,HE Jiajin:1,,,/pdfs/Alar Tianmiao Characteristic Aquaculture Company Limited.pdf
阿拉尔市凡晨涌润水产养殖有限责任公司,Alar City Fanchenyongrun Aquaculture Co.,,,,,,,,,,,
阿拉尔市十四团嘎嘎水产养殖农民专业合作社,Alar City 14th Group Gaga Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市古渡口水产养殖农民专业合作社,Alar City Gudukou Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市合辉生态水产养殖有限公司,Alar Hehui Ecological Aquaculture Co.,,,,,,,,,,,
阿拉尔市地来宝农牧发展有限公司,Alar City Dilaibao Agriculture and Animal Husbandry Development Co.,,,,,,,,,,,
阿拉尔市宏胜虾蟹养殖农民专业合作社,Alar City Hongsheng Shrimp and Crab Breeding Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市德友渔业有限公司,Alar Deyou Fishery Co.,,,,,,,,,,,
阿拉尔市敏来水产养殖厂,Alar City Minlai Aquaculture Factory,,,,,,,,,,,
阿拉尔市旺达源鱼业养殖农民专业合作社,Alar City Wangdayuan Fish Breeding Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市昆翔畜牧业发展有限公司,Alar Kunxiang Livestock Development Co.,,,,,,,,,,,
阿拉尔市明东智慧渔业养殖有限责任公司,Alar Mingdong Smart Fishery Breeding Co.,,,,,,,,,,,
阿拉尔市明伟渔业技术服务站（个体工商户）,Alar City Mingwei Fishery Technical Service Station,,,,,,,,,,,
阿拉尔市欧格林饲料牧草加工有限公司,Alar Ogreen Feed Forage Processing Co.,,,,,,,,,,,
阿拉尔市毅运水产养殖农民专业合作社,Alar City Yiyun Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市河畔水产养殖农场,Alar City Riverside Aquaculture Farm,,,,,,,,,,,
阿拉尔市泽泓水产养殖有限公司,Alar Zehong Aquaculture Co.,,,,,,,,,,,
阿拉尔市浙玉水产养殖农民专业合作社,Alar City Zheyu Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市渔康民水产养殖农民专业合作社,Alar City Yukangmin Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市疆缘养殖农民专业合作社,Alar City Jiangyuan Breeding Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市红福天枣业有限公司,Alar Hongfutian Jujube Industry Co.,,,,,,,,,,,
阿拉尔市绿田野畜禽养殖农民专业合作社,Alar City Green Field Livestock and Poultry Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市舒闲养殖专业合作社,Alar City Shuxian Breeding Professional Cooperative,,,,,,,,,,,
阿拉尔市荒地牧业有限公司,Alar City Wasteland Animal Husbandry Co.,Alar City Wasteland Animal Husbandry Company Limited,"December 30, 2023",,,"""WANG Yonggen"" (2017-2021: 0.6); ""CHEN Jianbo"" (2017-2021: 0.4)",,ZHOU Kefeng:0.4; MA Quandong:0.3; TAN Enjian:0.3,ZHOU Kefeng:0.4; TAN Enjian:0.3; MA Quandong:0.3,,,/pdfs/Alar City Wasteland Animal Husbandry Company Limited.pdf
阿拉尔市蒹葭屿水产养殖农民专业合作社,Alar City Jianjia Island Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市虾先生水产养殖有限公司,Alar Mr. Shrimp Aquaculture Co.,,,,,,,,,,,
阿拉尔市采贝贝食品有限公司,Alar Caibeibei Food Co.,,,,,,,,,,,
阿拉尔市鑫绿泉水产养殖农民专业合作社,Alar City Xinlvquan Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市钩间江湖钓场,Alar City Goujian Jianghu Fishing Ground,,,,,,,,,,,
阿拉尔市锦鸿水产养殖有限公司,Alar Jinhong Aquaculture Co.,,,,,,,,,,,
阿拉尔市长鑫渔业有限责任公司,Alar Changxin Fishery Co.,Alar Changxin Fishery Company Limited,"December 12, 2023",,,"""HUANG Zhaohua"" (2017-2025: 0.36); ""LI Jiquan"" (2017-2025: 0.32); ""HUANG Zhaojun"" (2017-2025: 0.32)",,HUANG Zhaohua:0.36; LI Jiquan:0.32; HUANG Zhaojun:0.32,HUANG Zhaohua:0.36; HUANG Zhaojun:0.32; LI Jiquan:0.32,,,/pdfs/Alar Changxin Fishery Company Limited.pdf
阿拉尔市陇达水产养殖农民专业合作社,Alar City Longda Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市雀儿湖水产养殖家庭农场,Queer Lake Aquaculture Family Farm in Alar City,,,,,,,,,,,
阿拉尔市鸿泰畜禽水产养殖农民专业合作社,Alar City Hongtai Livestock and Poultry Aquaculture Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔市齐兴众畜禽养殖农民专业合作社,Alar City Qixingzhong Livestock and Poultry Farmers Professional Cooperative,,,,,,,,,,,
阿拉尔蓝龙养殖有限责任公司,Alar Blue Dragon Breeding Co.,,,,,,,,,,,
阿瓦提县旺利畜禽养殖农民专业合作社,Awati County Wangli Livestock and Poultry Farmers Professional Cooperative,,,,,,,,,,,
阿瓦提县波尔大力养殖农民专业合作社,Boer Dali Breeding Farmers Professional Cooperative in Awati County,,,,,,,,,,,
阿瓦提县爱国林果农民专业合作社,Awati County Patriotic Fruit Farmers Professional Cooperative,,,,,,,,,,,
阿瓦提县花鱼垂钓农家院,Awati County Flower Fish Fishing Farmhouse,,,,,,,,,,,
陕西海升果业发展股份有限公司,Haisheng Group,Beijing Haisheng Group Company,"January 26, 2025",Government Ownership: 100.0%, 100.0%,,"Beijing Donghaisheng Property Management Company Limited:1; Beijing Haiheli New Property Management Company Limited:1; Beijing Haisheng Commercial Building:1; Beijing Haisheng Investment Management Company Limited:1; Beijing Haisheng Ruida Technology Development Company Limited:1; Beijing Jinghua Property Management Company Limited:1; Beijing Haisheng Weiye Advertising Company Limited:0.8; Jiangsu Haisheng Bona Enterprise Management Consulting Company Limited:0.7; Beijing Haisheng Flowers And Trees Company Limited:0.5; Beijing Haishenglou Catering Company Limited:0.5; Beijing Zhizao Street Technology Development Company Limited:0.5; BEIJING ZHONGGUANCUN DONGSHENG TCHNOLOGY PARK CO.,LTD.:0.0388; Beijing Dongfang Meidu Auto Parts Market Company Limited:0.027",Beijing Dongsheng Nonggongshang Corporation:1,Economic Commission Of Beijing Haidian District:1,,,/pdfs/Beijing Haisheng Group Company.pdf
霍城县赵永成种养殖家庭农场（个体工商户）,Zhao Yongcheng’s breeding and breeding family farm in Huocheng County,,,,,,,,,,,
霍城县钓翁渔业场（个体工商户）,Huocheng County Diaoweng Fishing Ground,,,,,,,,,,,
霍城县黍田生态养殖家庭农场（个体工商户）,Huocheng County Mutian Ecological Breeding Family Farm,,,,,,,,,,,
霍尔果斯向荣水产畜牧养殖园,Horgos Xiangrong Aquatic and Livestock Breeding Park,,,,,,,,,,,
霍尔果斯天之合农牧业发展有限公司,Horgos Tianzhihe Agriculture and Animal Husbandry Development Co.,Horgos Tianzhihe Agriculture And Animal Husbandry Development Company Limited,"December 10, 2023",,,"""Unknown"" (2019: 1, 2020: 1, 2021: 1); ""Unknown"" (2020: 1); ""BAI Haochen"" (2019: 1)",,BAI Haochen:0.51; :0.49,BAI Haochen:0.51; :0.49,,,/pdfs/Horgos Tianzhihe Agriculture And Animal Husbandry Development Company Limited.pdf
霍尔果斯市硕秉家庭农场（个体工商户）,Shuobing Family Farm,,,,,,,,,,,
霍尔果斯市胡伟水产店,Horgos City Hu Wei Aquatic Products Store,,,,,,,,,,,
霍尔果斯汇通畜牧发展农民专业合作社,Horgos Huitong Livestock Development Farmers Professional Cooperative,,,,,,,,,,,
青河县塔拉特冷水鱼养殖场,Talaat Cold Water Fish Farm in Qinghe County,,,,,,,,,,,
额敏县万通畜牧有限责任公司克拉玛依分公司,Emin County Wantong Animal Husbandry Co.,Emin County Wantong Animal Husbandry Company Limited,"November 21, 2024",,,"""Unknown"" (2017-2025: 0.99); ""Aishan Wusman"" (2004-2016: 0.01, 2017-2025: 0.01)",Emin County Wantong Animal Husbandry Company Limited Karamay Branch:1,:0.99; Aishan Wusman:0.01,:0.99; Aishan Wusman:0.01,,,/pdfs/Emin County Wantong Animal Husbandry Company Limited.pdf
额敏县兴沃养殖专业合作社,Emin County Xingwo Breeding Professional Cooperative,,,,,,,,,,,
额敏县康景家庭农场,Kangjing Family Farm in Emin County,,,,,,,,,,,
额敏县憨老头水库水产养殖场,Emin County Hanlaotou Reservoir Aquaculture Farm,,,,,,,,,,,
额敏县昆虹渔业养殖有限公司,Emin County Kunhong Fishery Breeding Co.,,,,,,,,,,,
高昌区十泉水产养殖场（个体工商户）,Gaochang District Shiquan Aquaculture Farm,,,,,,,,,,,
高昌区桃树泉水产养殖场（个体工商户）,Gaochang District Taoshuquan Aquaculture Farm (Individual Industrial and Commercial Household),,,,,,,,,,,
高昌区绿缘丰水产养殖场,Gaochang District Luyuanfeng Aquaculture Farm,,,,,,,,,,,
麦盖提千岛湖农业旅游发展有限公司,Maigaiti Qiandao Lake Agricultural Tourism Development Co.,,,,,,,,,,,
麦盖提县兄弟渔业农民专业合作社,Maigaiti County Brothers Fishery Farmers Professional Cooperative,,,,,,,,,,,
麦盖提县刀郎特色农产品有限公司,Maigaiti County Daolang Special Agricultural Products Co.,,,,,,,,,,,
麦盖提县四十五团丰达养殖农民专业合作社,Maigaiti County No. 45 Fengda Breeding Farmers Professional Cooperative,,,,,,,,,,,
